Support,Pattern,Decoded_Pattern
24,"[18, 21, 4]","[['?'], ['?'], ['?']]"
24,"[18, 4, 22]","[['?'], ['?'], ['?']]"
24,"[18, 43, 18]","[['?'], ['?'], ['?']]"
24,"[18, 11, 27]","[['?'], ['?'], ['?']]"
24,"[18, 18, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
24,"[18, 18, 1]","[['?'], ['?'], ['?']]"
24,"[18, 40]","[['?'], ['?']]"
24,"[18, 48]","[['?'], ['?']]"
24,"[18, 49, 27]","[['?'], ['?'], ['?']]"
24,"[18, 20, 27]","[['?'], ['?'], ['?']]"
24,"[18, 20, 18]","[['?'], ['?'], ['?']]"
24,"[44, 43, 27]","[['?'], ['?'], ['?']]"
24,"[39, 24]","[['?'], ['?']]"
24,"[39, 0]","[['?'], ['?']]"
24,"[39, 31]","[['?'], ['?']]"
24,"[39, 18, 4]","[['?'], ['?'], ['?']]"
24,"[24, 11]","[['?'], ['?']]"
24,"[0, 7]","[['?'], ['?']]"
24,"[0, 39]","[['?'], ['?']]"
24,"[0, 2]","[['?'], ['?']]"
24,"[0, 20]","[['?'], ['?']]"
24,"[0, 17]","[['?'], ['?']]"
23,"[17, 4, 4]","[['?'], ['?'], ['?']]"
23,"[17, 13]","[['?'], ['?']]"
23,"[49, 48]","[['?'], ['?']]"
23,"[49, 1]","[['?'], ['?']]"
23,"[43, 4, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
23,"[43, 43, 39]","[['?'], ['?'], ['?']]"
23,"[43, 43, 18]","[['?'], ['?'], ['?']]"
23,"[43, 22, 4]","[['?'], ['?'], ['?']]"
23,"[43, 48]","[['?'], ['?']]"
23,"[43, 40]","[['?'], ['?']]"
23,"[43, 46]","[['?'], ['?']]"
23,"[4, 22, 38]","[['?'], ['?'], ['?']]"
23,"[4, 22, 18]","[['?'], ['?'], ['?']]"
23,"[4, 4, 1]","[['?'], ['?'], ['?']]"
23,"[4, 4, 11]","[['?'], ['?'], ['?']]"
23,"[4, 4, 18, 39]","[['?'], ['?'], ['?'], ['?']]"
23,"[4, 4, 0]","[['?'], ['?'], ['?']]"
23,"[4, 4, 8]","[['?'], ['?'], ['?']]"
23,"[4, 25, 4]","[['?'], ['?'], ['?']]"
23,"[4, 18, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
23,"[4, 18, 22]","[['?'], ['?'], ['?']]"
23,"[4, 20, 27]","[['?'], ['?'], ['?']]"
23,"[31, 18]","[['?'], ['?']]"
23,"[31, 45]","[['?'], ['?']]"
23,"[31, 8]","[['?'], ['?']]"
23,"[22, 4, 38]","[['?'], ['?'], ['?']]"
23,"[22, 4, 27]","[['?'], ['?'], ['?']]"
23,"[22, 43, 43]","[['?'], ['?'], ['?']]"
23,"[22, 22, 43]","[['?'], ['?'], ['?']]"
23,"[22, 22, 4]","[['?'], ['?'], ['?']]"
23,"[22, 27, 27]","[['?'], ['?'], ['?']]"
23,"[22, 18, 38]","[['?'], ['?'], ['?']]"
23,"[22, 18, 27]","[['?'], ['?'], ['?']]"
23,"[28, 38]","[['?'], ['?']]"
23,"[28, 27]","[['?'], ['?']]"
23,"[41, 4]","[['?'], ['?']]"
23,"[38, 4, 38]","[['?'], ['?'], ['?']]"
23,"[38, 27, 27]","[['?'], ['?'], ['?']]"
23,"[38, 24]","[['?'], ['?']]"
23,"[38, 18, 18]","[['?'], ['?'], ['?']]"
23,"[25, 4, 4]","[['?'], ['?'], ['?']]"
23,"[25, 3]","[['?'], ['?']]"
23,"[25, 17]","[['?'], ['?']]"
23,"[25, 8]","[['?'], ['?']]"
23,"[23, 22]","[['?'], ['?']]"
23,"[23, 38]","[['?'], ['?']]"
23,"[11, 13]","[['?'], ['?']]"
23,"[11, 6]","[['?'], ['?']]"
23,"[27, 4, 43]","[['?'], ['?'], ['?']]"
23,"[27, 22, 4]","[['?'], ['?'], ['?']]"
23,"[27, 22, 38]","[['?'], ['?'], ['?']]"
23,"[27, 27, 43]","[['?'], ['?'], ['?']]"
23,"[27, 38, 4]","[['?'], ['?'], ['?']]"
23,"[27, 0, 27]","[['?'], ['?'], ['?']]"
23,"[27, 48]","[['?'], ['?']]"
23,"[35, 4, 4]","[['?'], ['?'], ['?']]"
23,"[35, 20]","[['?'], ['?']]"
23,"[33, 27]","[['?'], ['?']]"
23,"[21, 28]","[['?'], ['?']]"
23,"[21, 23]","[['?'], ['?']]"
23,"[3, 39]","[['?'], ['?']]"
23,"[30, 17]","[['?'], ['?']]"
23,"[45, 39]","[['?'], ['?']]"
23,"[45, 7]","[['?'], ['?']]"
23,"[8, 4, 18]","[['?'], ['?'], ['?']]"
23,"[8, 2]","[['?'], ['?']]"
23,"[10, 27]","[['?'], ['?']]"
23,"[10, 43]","[['?'], ['?']]"
23,"[18, 38, 4]","[['?'], ['?'], ['?']]"
23,"[18, 27, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
23,"[18, 4, 20]","[['?'], ['?'], ['?']]"
23,"[18, 43, 43]","[['?'], ['?'], ['?']]"
23,"[18, 43, 20]","[['?'], ['?'], ['?']]"
23,"[18, 43, 1]","[['?'], ['?'], ['?']]"
23,"[18, 18, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
23,"[18, 18, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
23,"[18, 18, 44]","[['?'], ['?'], ['?']]"
23,"[18, 18, 8]","[['?'], ['?'], ['?']]"
23,"[18, 18, 0]","[['?'], ['?'], ['?']]"
23,"[18, 22, 22]","[['?'], ['?'], ['?']]"
23,"[18, 22, 38]","[['?'], ['?'], ['?']]"
23,"[18, 22, 18]","[['?'], ['?'], ['?']]"
23,"[18, 30, 27]","[['?'], ['?'], ['?']]"
23,"[18, 10]","[['?'], ['?']]"
23,"[44, 39]","[['?'], ['?']]"
23,"[44, 13]","[['?'], ['?']]"
23,"[39, 4, 22]","[['?'], ['?'], ['?']]"
23,"[39, 48]","[['?'], ['?']]"
23,"[39, 45]","[['?'], ['?']]"
23,"[39, 18, 27]","[['?'], ['?'], ['?']]"
23,"[39, 8]","[['?'], ['?']]"
23,"[39, 1]","[['?'], ['?']]"
23,"[20, 24]","[['?'], ['?']]"
23,"[20, 17]","[['?'], ['?']]"
23,"[20, 7]","[['?'], ['?']]"
23,"[20, 45]","[['?'], ['?']]"
23,"[20, 0]","[['?'], ['?']]"
23,"[24, 4, 4]","[['?'], ['?'], ['?']]"
23,"[24, 21]","[['?'], ['?']]"
23,"[40, 4]","[['?'], ['?']]"
23,"[0, 38, 27]","[['?'], ['?'], ['?']]"
23,"[0, 4, 4]","[['?'], ['?'], ['?']]"
23,"[0, 11]","[['?'], ['?']]"
23,"[0, 18]","[['?'], ['?']]"
23,"[6, 6]","[['?'], ['?']]"
23,"[6, 27]","[['?'], ['?']]"
22,"[17, 44]","[['?'], ['?']]"
22,"[19, 43, 27]","[['?'], ['?'], ['?']]"
22,"[19, 4, 18]","[['?'], ['?'], ['?']]"
22,"[7, 44]","[['?'], ['?']]"
22,"[7, 30]","[['?'], ['?']]"
22,"[7, 45]","[['?'], ['?']]"
22,"[7, 6]","[['?'], ['?']]"
22,"[7, 8]","[['?'], ['?']]"
22,"[49, 22, 27]","[['?'], ['?'], ['?']]"
22,"[49, 11, 27]","[['?'], ['?'], ['?']]"
22,"[49, 21]","[['?'], ['?']]"
22,"[43, 4, 22]","[['?'], ['?'], ['?']]"
22,"[43, 4, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
22,"[43, 4, 39]","[['?'], ['?'], ['?']]"
22,"[43, 1, 38]","[['?'], ['?'], ['?']]"
22,"[43, 1, 27]","[['?'], ['?'], ['?']]"
22,"[43, 23, 27]","[['?'], ['?'], ['?']]"
22,"[43, 39, 43]","[['?'], ['?'], ['?']]"
22,"[43, 15]","[['?'], ['?']]"
22,"[43, 20, 38]","[['?'], ['?'], ['?']]"
22,"[43, 0, 27]","[['?'], ['?'], ['?']]"
22,"[4, 43, 39]","[['?'], ['?'], ['?']]"
22,"[4, 22, 43]","[['?'], ['?'], ['?']]"
22,"[4, 22, 27]","[['?'], ['?'], ['?']]"
22,"[4, 9]","[['?'], ['?']]"
22,"[4, 41]","[['?'], ['?']]"
22,"[4, 4, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
22,"[4, 4, 24]","[['?'], ['?'], ['?']]"
22,"[4, 4, 45]","[['?'], ['?'], ['?']]"
22,"[4, 4, 13]","[['?'], ['?'], ['?']]"
22,"[4, 4, 17]","[['?'], ['?'], ['?']]"
22,"[4, 38, 38]","[['?'], ['?'], ['?']]"
22,"[4, 38, 18]","[['?'], ['?'], ['?']]"
22,"[4, 33]","[['?'], ['?']]"
22,"[4, 8, 4]","[['?'], ['?'], ['?']]"
22,"[4, 18, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
22,"[4, 18, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
22,"[4, 18, 7]","[['?'], ['?'], ['?']]"
22,"[4, 18, 13]","[['?'], ['?'], ['?']]"
22,"[4, 18, 8]","[['?'], ['?'], ['?']]"
22,"[4, 39, 27]","[['?'], ['?'], ['?']]"
22,"[4, 39, 22]","[['?'], ['?'], ['?']]"
22,"[4, 17, 4]","[['?'], ['?'], ['?']]"
22,"[4, 30, 4]","[['?'], ['?'], ['?']]"
22,"[4, 20, 18]","[['?'], ['?'], ['?']]"
22,"[4, 19, 4]","[['?'], ['?'], ['?']]"
22,"[31, 11]","[['?'], ['?']]"
22,"[31, 0]","[['?'], ['?']]"
22,"[22, 43, 22]","[['?'], ['?'], ['?']]"
22,"[22, 38, 4]","[['?'], ['?'], ['?']]"
22,"[22, 21, 38]","[['?'], ['?'], ['?']]"
22,"[22, 3]","[['?'], ['?']]"
22,"[22, 47]","[['?'], ['?']]"
22,"[22, 18, 4]","[['?'], ['?'], ['?']]"
22,"[22, 30]","[['?'], ['?']]"
22,"[22, 15]","[['?'], ['?']]"
22,"[48, 45]","[['?'], ['?']]"
22,"[38, 38, 38]","[['?'], ['?'], ['?']]"
22,"[38, 38, 4]","[['?'], ['?'], ['?']]"
22,"[38, 4, 22]","[['?'], ['?'], ['?']]"
22,"[38, 43, 38]","[['?'], ['?'], ['?']]"
22,"[38, 22, 22]","[['?'], ['?'], ['?']]"
22,"[38, 23]","[['?'], ['?']]"
22,"[38, 35]","[['?'], ['?']]"
22,"[38, 30]","[['?'], ['?']]"
22,"[38, 18, 27]","[['?'], ['?'], ['?']]"
22,"[1, 39]","[['?'], ['?']]"
22,"[23, 18]","[['?'], ['?']]"
22,"[11, 27, 27]","[['?'], ['?'], ['?']]"
22,"[11, 4, 4]","[['?'], ['?'], ['?']]"
22,"[11, 0]","[['?'], ['?']]"
22,"[11, 2]","[['?'], ['?']]"
22,"[27, 4, 30]","[['?'], ['?'], ['?']]"
22,"[27, 9]","[['?'], ['?']]"
22,"[27, 27, 8]","[['?'], ['?'], ['?']]"
22,"[27, 18, 4]","[['?'], ['?'], ['?']]"
22,"[27, 20, 27]","[['?'], ['?'], ['?']]"
22,"[27, 24]","[['?'], ['?']]"
22,"[27, 6]","[['?'], ['?']]"
22,"[21, 38, 4]","[['?'], ['?'], ['?']]"
22,"[21, 4, 22]","[['?'], ['?'], ['?']]"
22,"[21, 35]","[['?'], ['?']]"
22,"[21, 24]","[['?'], ['?']]"
22,"[13, 11]","[['?'], ['?']]"
22,"[45, 43, 43]","[['?'], ['?'], ['?']]"
22,"[8, 18, 27]","[['?'], ['?'], ['?']]"
22,"[8, 27, 4]","[['?'], ['?'], ['?']]"
22,"[8, 24]","[['?'], ['?']]"
22,"[10, 18]","[['?'], ['?']]"
22,"[18, 44, 27]","[['?'], ['?'], ['?']]"
22,"[18, 44, 43]","[['?'], ['?'], ['?']]"
22,"[18, 38, 43]","[['?'], ['?'], ['?']]"
22,"[18, 38, 18]","[['?'], ['?'], ['?']]"
22,"[18, 38, 22]","[['?'], ['?'], ['?']]"
22,"[18, 27, 22]","[['?'], ['?'], ['?']]"
22,"[18, 4, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
22,"[18, 43, 4]","[['?'], ['?'], ['?']]"
22,"[18, 43, 38]","[['?'], ['?'], ['?']]"
22,"[18, 17, 4]","[['?'], ['?'], ['?']]"
22,"[18, 7, 27]","[['?'], ['?'], ['?']]"
22,"[18, 18, 4, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
22,"[18, 18, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
22,"[18, 18, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
22,"[18, 18, 19]","[['?'], ['?'], ['?']]"
22,"[18, 36]","[['?'], ['?']]"
22,"[18, 22, 43]","[['?'], ['?'], ['?']]"
22,"[18, 28]","[['?'], ['?']]"
22,"[18, 0, 27]","[['?'], ['?'], ['?']]"
22,"[18, 9]","[['?'], ['?']]"
22,"[18, 1, 27]","[['?'], ['?'], ['?']]"
22,"[18, 19, 27]","[['?'], ['?'], ['?']]"
22,"[18, 19, 18]","[['?'], ['?'], ['?']]"
22,"[44, 21]","[['?'], ['?']]"
22,"[44, 20]","[['?'], ['?']]"
22,"[39, 4, 43]","[['?'], ['?'], ['?']]"
22,"[39, 4, 27]","[['?'], ['?'], ['?']]"
22,"[39, 43, 27]","[['?'], ['?'], ['?']]"
22,"[39, 30]","[['?'], ['?']]"
22,"[39, 17]","[['?'], ['?']]"
22,"[20, 4, 27]","[['?'], ['?'], ['?']]"
22,"[20, 43, 27]","[['?'], ['?'], ['?']]"
22,"[20, 25]","[['?'], ['?']]"
22,"[20, 49]","[['?'], ['?']]"
22,"[20, 8]","[['?'], ['?']]"
22,"[24, 39]","[['?'], ['?']]"
22,"[24, 45]","[['?'], ['?']]"
22,"[47, 27]","[['?'], ['?']]"
22,"[46, 8]","[['?'], ['?']]"
22,"[0, 22, 27]","[['?'], ['?'], ['?']]"
22,"[0, 4, 27]","[['?'], ['?'], ['?']]"
22,[29],[['?']]
22,"[15, 43]","[['?'], ['?']]"
22,"[15, 20]","[['?'], ['?']]"
22,"[15, 4]","[['?'], ['?']]"
22,"[2, 18]","[['?'], ['?']]"
21,"[17, 45]","[['?'], ['?']]"
21,"[19, 27, 43]","[['?'], ['?'], ['?']]"
21,"[19, 19]","[['?'], ['?']]"
21,"[19, 39]","[['?'], ['?']]"
21,"[7, 20]","[['?'], ['?']]"
21,"[49, 43, 27]","[['?'], ['?'], ['?']]"
21,"[49, 4, 4]","[['?'], ['?'], ['?']]"
21,"[49, 4, 18]","[['?'], ['?'], ['?']]"
21,"[49, 31]","[['?'], ['?']]"
21,"[49, 49]","[['?'], ['?']]"
21,"[49, 38, 27]","[['?'], ['?'], ['?']]"
21,"[49, 25]","[['?'], ['?']]"
21,"[49, 23]","[['?'], ['?']]"
21,"[49, 35]","[['?'], ['?']]"
21,"[49, 44]","[['?'], ['?']]"
21,"[49, 0]","[['?'], ['?']]"
21,"[49, 18, 27]","[['?'], ['?'], ['?']]"
21,"[43, 4, 27, 4]","[['?'], ['?'], ['?'], ['?']]"
21,"[43, 4, 44]","[['?'], ['?'], ['?']]"
21,"[43, 4, 20]","[['?'], ['?'], ['?']]"
21,"[43, 43, 11]","[['?'], ['?'], ['?']]"
21,"[43, 38, 22]","[['?'], ['?'], ['?']]"
21,"[43, 27, 8]","[['?'], ['?'], ['?']]"
21,"[43, 24]","[['?'], ['?']]"
21,"[43, 20, 27]","[['?'], ['?'], ['?']]"
21,"[43, 19]","[['?'], ['?']]"
21,"[4, 43, 8]","[['?'], ['?'], ['?']]"
21,"[4, 49, 27]","[['?'], ['?'], ['?']]"
21,"[4, 4, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
21,"[4, 4, 38, 4]","[['?'], ['?'], ['?'], ['?']]"
21,"[4, 4, 22, 4]","[['?'], ['?'], ['?'], ['?']]"
21,"[4, 4, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
21,"[4, 4, 35]","[['?'], ['?'], ['?']]"
21,"[4, 4, 18, 43]","[['?'], ['?'], ['?'], ['?']]"
21,"[4, 4, 18, 18]","[['?'], ['?'], ['?'], ['?']]"
21,"[4, 4, 44]","[['?'], ['?'], ['?']]"
21,"[4, 38, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
21,"[4, 38, 22]","[['?'], ['?'], ['?']]"
21,"[4, 1, 38]","[['?'], ['?'], ['?']]"
21,"[4, 7, 38]","[['?'], ['?'], ['?']]"
21,"[4, 27, 22]","[['?'], ['?'], ['?']]"
21,"[4, 27, 11]","[['?'], ['?'], ['?']]"
21,"[4, 8, 27]","[['?'], ['?'], ['?']]"
21,"[4, 18, 11]","[['?'], ['?'], ['?']]"
21,"[4, 18, 18, 39]","[['?'], ['?'], ['?'], ['?']]"
21,"[4, 18, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
21,"[4, 18, 0]","[['?'], ['?'], ['?']]"
21,"[4, 18, 30]","[['?'], ['?'], ['?']]"
21,"[4, 18, 1]","[['?'], ['?'], ['?']]"
21,"[4, 44, 43]","[['?'], ['?'], ['?']]"
21,"[4, 39, 43]","[['?'], ['?'], ['?']]"
21,"[4, 39, 18]","[['?'], ['?'], ['?']]"
21,"[4, 17, 18]","[['?'], ['?'], ['?']]"
21,"[4, 30, 27]","[['?'], ['?'], ['?']]"
21,"[4, 20, 4]","[['?'], ['?'], ['?']]"
21,"[4, 36]","[['?'], ['?']]"
21,"[31, 38, 22]","[['?'], ['?'], ['?']]"
21,"[31, 31]","[['?'], ['?']]"
21,"[31, 24]","[['?'], ['?']]"
21,"[22, 49, 27]","[['?'], ['?'], ['?']]"
21,"[22, 4, 39]","[['?'], ['?'], ['?']]"
21,"[22, 43, 39]","[['?'], ['?'], ['?']]"
21,"[22, 38, 43]","[['?'], ['?'], ['?']]"
21,"[22, 22, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
21,"[22, 22, 13]","[['?'], ['?'], ['?']]"
21,"[22, 27, 4]","[['?'], ['?'], ['?']]"
21,"[22, 21, 22]","[['?'], ['?'], ['?']]"
21,"[22, 21, 4]","[['?'], ['?'], ['?']]"
21,"[22, 21, 27]","[['?'], ['?'], ['?']]"
21,"[22, 0, 38]","[['?'], ['?'], ['?']]"
21,"[22, 18, 22]","[['?'], ['?'], ['?']]"
21,"[9, 1]","[['?'], ['?']]"
21,"[9, 27]","[['?'], ['?']]"
21,"[28, 22]","[['?'], ['?']]"
21,"[41, 38]","[['?'], ['?']]"
21,"[41, 20]","[['?'], ['?']]"
21,"[41, 8]","[['?'], ['?']]"
21,"[38, 38, 22]","[['?'], ['?'], ['?']]"
21,"[38, 4, 43]","[['?'], ['?'], ['?']]"
21,"[38, 4, 18]","[['?'], ['?'], ['?']]"
21,"[38, 48]","[['?'], ['?']]"
21,"[38, 25]","[['?'], ['?']]"
21,"[38, 43, 4]","[['?'], ['?'], ['?']]"
21,"[38, 22, 4]","[['?'], ['?'], ['?']]"
21,"[38, 22, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
21,"[38, 27, 22]","[['?'], ['?'], ['?']]"
21,"[38, 27, 11]","[['?'], ['?'], ['?']]"
21,"[38, 19]","[['?'], ['?']]"
21,"[38, 0]","[['?'], ['?']]"
21,"[1, 4, 27]","[['?'], ['?'], ['?']]"
21,"[1, 17]","[['?'], ['?']]"
21,"[1, 20]","[['?'], ['?']]"
21,"[25, 43, 27]","[['?'], ['?'], ['?']]"
21,"[25, 21]","[['?'], ['?']]"
21,"[25, 1]","[['?'], ['?']]"
21,"[25, 48]","[['?'], ['?']]"
21,"[11, 4, 27]","[['?'], ['?'], ['?']]"
21,"[11, 33]","[['?'], ['?']]"
21,"[11, 43, 43]","[['?'], ['?'], ['?']]"
21,"[11, 39]","[['?'], ['?']]"
21,"[11, 46]","[['?'], ['?']]"
21,"[11, 1]","[['?'], ['?']]"
21,"[27, 4, 8]","[['?'], ['?'], ['?']]"
21,"[27, 22, 22]","[['?'], ['?'], ['?']]"
21,"[27, 35]","[['?'], ['?']]"
21,"[27, 27, 19]","[['?'], ['?'], ['?']]"
21,"[27, 38, 43]","[['?'], ['?'], ['?']]"
21,"[27, 38, 11]","[['?'], ['?'], ['?']]"
21,"[27, 18, 38]","[['?'], ['?'], ['?']]"
21,"[27, 18, 18]","[['?'], ['?'], ['?']]"
21,"[27, 18, 1]","[['?'], ['?'], ['?']]"
21,"[27, 8, 27]","[['?'], ['?'], ['?']]"
21,"[35, 8]","[['?'], ['?']]"
21,"[35, 39]","[['?'], ['?']]"
21,"[21, 38, 22]","[['?'], ['?'], ['?']]"
21,"[21, 4, 4]","[['?'], ['?'], ['?']]"
21,"[21, 1]","[['?'], ['?']]"
21,"[3, 38]","[['?'], ['?']]"
21,"[30, 22]","[['?'], ['?']]"
21,"[30, 13]","[['?'], ['?']]"
21,"[30, 18, 27]","[['?'], ['?'], ['?']]"
21,"[30, 23]","[['?'], ['?']]"
21,"[30, 24]","[['?'], ['?']]"
21,"[13, 1]","[['?'], ['?']]"
21,"[45, 43, 27]","[['?'], ['?'], ['?']]"
21,"[45, 18, 27]","[['?'], ['?'], ['?']]"
21,"[45, 21]","[['?'], ['?']]"
21,"[45, 31]","[['?'], ['?']]"
21,"[45, 24]","[['?'], ['?']]"
21,"[45, 17]","[['?'], ['?']]"
21,"[8, 11, 27]","[['?'], ['?'], ['?']]"
21,"[8, 44]","[['?'], ['?']]"
21,"[8, 19]","[['?'], ['?']]"
21,"[18, 44, 18]","[['?'], ['?'], ['?']]"
21,"[18, 39, 38]","[['?'], ['?'], ['?']]"
21,"[18, 39, 18]","[['?'], ['?'], ['?']]"
21,"[18, 38, 39]","[['?'], ['?'], ['?']]"
21,"[18, 27, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
21,"[18, 27, 7]","[['?'], ['?'], ['?']]"
21,"[18, 21, 27]","[['?'], ['?'], ['?']]"
21,"[18, 4, 21]","[['?'], ['?'], ['?']]"
21,"[18, 4, 8]","[['?'], ['?'], ['?']]"
21,"[18, 43, 7]","[['?'], ['?'], ['?']]"
21,"[18, 43, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
21,"[18, 43, 49]","[['?'], ['?'], ['?']]"
21,"[18, 18, 30]","[['?'], ['?'], ['?']]"
21,"[18, 18, 13]","[['?'], ['?'], ['?']]"
21,"[18, 18, 18, 38]","[['?'], ['?'], ['?'], ['?']]"
21,"[18, 18, 49]","[['?'], ['?'], ['?']]"
21,"[18, 22, 4]","[['?'], ['?'], ['?']]"
21,"[18, 49, 18]","[['?'], ['?'], ['?']]"
21,"[18, 13, 4]","[['?'], ['?'], ['?']]"
21,"[18, 3]","[['?'], ['?']]"
21,"[18, 15]","[['?'], ['?']]"
21,"[18, 8, 18]","[['?'], ['?'], ['?']]"
21,"[44, 4, 4]","[['?'], ['?'], ['?']]"
21,"[44, 11]","[['?'], ['?']]"
21,"[39, 21]","[['?'], ['?']]"
21,"[39, 4, 18]","[['?'], ['?'], ['?']]"
21,"[39, 43, 43]","[['?'], ['?'], ['?']]"
21,"[39, 18, 20]","[['?'], ['?'], ['?']]"
21,"[39, 18, 18]","[['?'], ['?'], ['?']]"
21,"[20, 18, 27]","[['?'], ['?'], ['?']]"
21,"[20, 43, 43]","[['?'], ['?'], ['?']]"
21,"[20, 21]","[['?'], ['?']]"
21,"[20, 30]","[['?'], ['?']]"
21,"[20, 1]","[['?'], ['?']]"
21,"[24, 24]","[['?'], ['?']]"
21,"[47, 30]","[['?'], ['?']]"
21,"[46, 27]","[['?'], ['?']]"
21,"[0, 22, 22]","[['?'], ['?'], ['?']]"
21,"[0, 22, 4]","[['?'], ['?'], ['?']]"
21,"[0, 25]","[['?'], ['?']]"
21,"[0, 45]","[['?'], ['?']]"
21,"[2, 8]","[['?'], ['?']]"
21,"[2, 27]","[['?'], ['?']]"
20,"[19, 4, 43]","[['?'], ['?'], ['?']]"
20,"[19, 4, 1]","[['?'], ['?'], ['?']]"
20,"[19, 31]","[['?'], ['?']]"
20,"[19, 22, 4]","[['?'], ['?'], ['?']]"
20,"[19, 38, 27]","[['?'], ['?'], ['?']]"
20,"[19, 30]","[['?'], ['?']]"
20,"[19, 46]","[['?'], ['?']]"
20,"[19, 0]","[['?'], ['?']]"
20,"[7, 4, 4]","[['?'], ['?'], ['?']]"
20,"[7, 7]","[['?'], ['?']]"
20,"[7, 27, 27]","[['?'], ['?'], ['?']]"
20,"[7, 21]","[['?'], ['?']]"
20,"[49, 43, 22]","[['?'], ['?'], ['?']]"
20,"[49, 22, 22]","[['?'], ['?'], ['?']]"
20,"[49, 27, 43]","[['?'], ['?'], ['?']]"
20,"[49, 30, 27]","[['?'], ['?'], ['?']]"
20,"[49, 46]","[['?'], ['?']]"
20,[42],[['?']]
20,"[43, 4, 49]","[['?'], ['?'], ['?']]"
20,"[43, 4, 4, 43]","[['?'], ['?'], ['?'], ['?']]"
20,"[43, 4, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
20,"[43, 4, 1]","[['?'], ['?'], ['?']]"
20,"[43, 4, 7]","[['?'], ['?'], ['?']]"
20,"[43, 4, 11]","[['?'], ['?'], ['?']]"
20,"[43, 4, 13]","[['?'], ['?'], ['?']]"
20,"[43, 43, 13]","[['?'], ['?'], ['?']]"
20,"[43, 22, 22]","[['?'], ['?'], ['?']]"
20,"[43, 1, 4]","[['?'], ['?'], ['?']]"
20,"[43, 25, 27]","[['?'], ['?'], ['?']]"
20,"[43, 8, 38]","[['?'], ['?'], ['?']]"
20,"[43, 18, 38]","[['?'], ['?'], ['?']]"
20,"[43, 18, 18]","[['?'], ['?'], ['?']]"
20,"[43, 39, 4]","[['?'], ['?'], ['?']]"
20,"[43, 20, 18]","[['?'], ['?'], ['?']]"
20,"[4, 43, 44]","[['?'], ['?'], ['?']]"
20,"[4, 43, 20]","[['?'], ['?'], ['?']]"
20,"[4, 22, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
20,"[4, 22, 1]","[['?'], ['?'], ['?']]"
20,"[4, 22, 21]","[['?'], ['?'], ['?']]"
20,"[4, 4, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
20,"[4, 4, 4, 22]","[['?'], ['?'], ['?'], ['?']]"
20,"[4, 4, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
20,"[4, 4, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
20,"[4, 4, 49]","[['?'], ['?'], ['?']]"
20,"[4, 4, 18, 38]","[['?'], ['?'], ['?'], ['?']]"
20,"[4, 4, 19]","[['?'], ['?'], ['?']]"
20,"[4, 1, 27]","[['?'], ['?'], ['?']]"
20,"[4, 11, 27]","[['?'], ['?'], ['?']]"
20,"[4, 11, 4]","[['?'], ['?'], ['?']]"
20,"[4, 8, 18]","[['?'], ['?'], ['?']]"
20,"[4, 8, 38]","[['?'], ['?'], ['?']]"
20,"[4, 8, 20]","[['?'], ['?'], ['?']]"
20,"[4, 18, 44]","[['?'], ['?'], ['?']]"
20,"[4, 18, 18, 43]","[['?'], ['?'], ['?'], ['?']]"
20,"[4, 18, 20]","[['?'], ['?'], ['?']]"
20,"[4, 39, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
20,"[4, 39, 20]","[['?'], ['?'], ['?']]"
20,"[4, 30, 20]","[['?'], ['?'], ['?']]"
20,"[4, 0, 4]","[['?'], ['?'], ['?']]"
20,"[4, 15]","[['?'], ['?']]"
20,"[31, 22, 27]","[['?'], ['?'], ['?']]"
20,"[31, 21]","[['?'], ['?']]"
20,"[22, 4, 43]","[['?'], ['?'], ['?']]"
20,"[22, 4, 21]","[['?'], ['?'], ['?']]"
20,"[22, 43, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
20,"[22, 1, 38]","[['?'], ['?'], ['?']]"
